"fishery_unit_id","country","region","trip","distance","commitment","labour","utilization","economy","disposal","ownership","size","motorization","mechanization","gear","refrigeration","total_char"
"Africa_fishery_unit252","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit253","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit254","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit255","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit256","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit257","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit258","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit259","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit260","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit261","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit262","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit263","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit264","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit265","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit266","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit267","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit268","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit269","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit270","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit271","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit272","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit273","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit274","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit275","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit276","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit277","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit278","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit279","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit280","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit281","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit282","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit283","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit284","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit285","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit286","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit287","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit288","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit289","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit290","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit291","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit292","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit293","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit294","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit295","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit296","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit297","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit298","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit299","Country21","Africa",0,0,3,1,1,1,1,0,0,0,0,0,0,"7"
"Africa_fishery_unit300","Country19","Africa",1,1,1,3,0,1,2,0,1,0,0,1,0,"11"
"Africa_fishery_unit301","Country19","Africa",1,1,1,3,0,1,2,2,1,1,0,1,0,"14"
"Africa_fishery_unit302","Country19","Africa",1,1,1,2,0,1,2,2,1,1,0,0,0,"12"
"Africa_fishery_unit303","Country19","Africa",0,1,1,0,0,1,1,0,0,0,0,0,0,"4"
"Africa_fishery_unit304","Country19","Africa",1,2,1,3,0,1,2,1,1,0,0,0,0,"12"
"Africa_fishery_unit305","Country19","Africa",1,1,1,2,1,1,2,0,1,1,0,1,0,"12"
"Africa_fishery_unit306","Country19","Africa",1,1,1,2,1,2,2,0,1,1,0,1,0,"13"
"Africa_fishery_unit307","Country19","Africa",1,2,1,3,0,2,2,2,1,0,0,0,0,"14"
"Africa_fishery_unit308","Country19","Africa",2,1,2,0,0,1,1,0,1,0,0,1,0,"9"
"Africa_fishery_unit309","Country19","Africa",2,1,2,0,0,1,1,0,1,0,0,1,0,"9"
"Africa_fishery_unit310","Country19","Africa",1,2,1,3,0,1,2,2,1,1,0,1,0,"15"
"Africa_fishery_unit311","Country19","Africa",1,2,2,3,1,2,2,3,1,1,0,2,0,"20"
"Africa_fishery_unit312","Country19","Africa",1,2,1,3,0,2,2,2,1,1,0,1,0,"16"
"Africa_fishery_unit313","Country19","Africa",1,1,1,3,0,1,2,2,1,1,0,0,0,"13"
"Africa_fishery_unit314","Country19","Africa",1,2,1,3,0,2,2,2,1,1,0,1,0,"16"
"Africa_fishery_unit315","Country19","Africa",1,1,1,2,0,1,2,0,1,0,0,1,0,"10"
"Africa_fishery_unit316","Country19","Africa",1,3,1,3,0,2,2,2,1,1,0,1,0,"17"
"Africa_fishery_unit317","Country19","Africa",1,1,1,3,0,1,2,0,1,1,0,1,0,"12"
"Africa_fishery_unit318","Country19","Africa",1,1,1,3,0,1,2,0,1,1,0,1,0,"12"
"Africa_fishery_unit319","Country19","Africa",1,1,1,1,0,0,2,2,1,0,0,1,0,"10"
"Africa_fishery_unit320","Country19","Africa",1,3,1,3,1,2,2,2,2,1,0,1,0,"19"
"Africa_fishery_unit321","Country19","Africa",1,1,1,0,2,1,2,0,1,0,0,0,0,"9"
"Africa_fishery_unit322","Country19","Africa",0,0,0,0,1,0,2,0,0,0,0,3,0,"6"
"Africa_fishery_unit323","Country19","Africa",1,1,1,1,1,1,2,0,0,0,0,0,0,"8"
"Africa_fishery_unit324","Country19","Africa",0,1,1,0,1,0,1,3,1,1,2,0,0,"11"
"Africa_fishery_unit325","Country19","Africa",0,0,1,0,0,1,1,0,0,0,0,0,0,"3"
"Africa_fishery_unit326","Country19","Africa",0,0,1,0,0,1,1,0,0,0,0,0,0,"3"
"Africa_fishery_unit327","Country19","Africa",0,0,0,0,0,0,3,0,0,0,0,0,0,"3"
"Africa_fishery_unit328","Country19","Africa",0,1,3,3,0,2,2,3,1,1,2,0,0,"18"
"Africa_fishery_unit329","Country8","Africa",3,2,3,3,1,3,2,2,1,1,0,1,1,"23"
"Africa_fishery_unit330","Country9","Africa",1,2,3,3,0,3,2,2,1,1,1,1,1,"21"
"Africa_fishery_unit331","Country9","Africa",1,1,2,2,0,3,2,2,1,1,0,1,1,"17"
"Africa_fishery_unit332","Country37","Africa",1,0,1,0,0,0,0,0,0,0,0,0,0,"2"
"Africa_fishery_unit333","Country37","Africa",1,0,1,0,0,0,0,0,0,0,0,0,0,"2"
"Africa_fishery_unit334","Country37","Africa",1,0,0,0,0,1,1,0,0,0,0,0,0,"3"
"Africa_fishery_unit335","Country37","Africa",1,0,0,0,0,1,1,0,0,0,0,0,0,"3"
"Africa_fishery_unit336","Country37","Africa",1,2,3,3,1,3,1,0,1,1,0,0,1,"17"
"Africa_fishery_unit337","Country37","Africa",1,0,1,2,0,1,1,0,1,0,0,0,0,"7"
"Africa_fishery_unit338","Country37","Africa",1,1,3,2,1,1,0,0,1,0,0,1,0,"11"
"Africa_fishery_unit339","Country37","Africa",1,0,0,0,1,1,0,0,0,0,0,0,0,"3"
"Africa_fishery_unit340","Country37","Africa",1,0,0,0,1,1,0,0,0,0,0,0,0,"3"
"Africa_fishery_unit341","Country37","Africa",1,0,1,1,1,1,1,0,1,0,0,0,0,"7"
"Africa_fishery_unit342","Country37","Africa",1,0,1,1,1,1,1,0,1,0,0,0,0,"7"
"Africa_fishery_unit343","Country37","Africa",1,0,1,1,1,1,1,0,1,0,0,0,0,"7"
"Africa_fishery_unit344","Country37","Africa",1,0,2,0,1,1,0,0,0,0,0,1,0,"6"
"Africa_fishery_unit345","Country23","Africa",1,2,1,1,1,2,1,3,1,1,0,1,1,"16"
"Africa_fishery_unit346","Country23","Africa",2,2,1,1,3,2,1,3,2,1,0,3,0,"21"
"Africa_fishery_unit347","Country23","Africa",1,2,1,1,1,2,1,3,1,1,0,1,0,"15"
"Africa_fishery_unit348","Country23","Africa",1,2,1,1,1,2,1,3,1,1,0,1,0,"15"
"Africa_fishery_unit349","Country23","Africa",1,2,1,1,1,2,1,3,1,1,0,1,0,"15"
"Africa_fishery_unit350","Country23","Africa",1,2,1,1,1,2,1,3,1,1,0,1,0,"15"
"Africa_fishery_unit351","Country23","Africa",1,1,1,1,1,1,1,3,0,0,0,1,0,"11"
"Africa_fishery_unit352","Country23","Africa",1,1,1,1,1,1,1,3,0,1,0,1,0,"12"
"Africa_fishery_unit353","Country23","Africa",1,1,1,1,1,1,1,3,0,1,0,1,0,"12"
"Africa_fishery_unit354","Country23","Africa",1,1,1,1,1,2,1,3,1,1,0,1,0,"14"
"Africa_fishery_unit355","Country23","Africa",1,2,1,1,1,2,1,3,1,1,0,1,1,"16"
"Africa_fishery_unit356","Country23","Africa",1,2,1,1,1,2,1,3,1,1,0,1,1,"16"
"Africa_fishery_unit357","Country23","Africa",1,2,1,1,1,2,1,3,1,1,0,1,0,"15"
"Africa_fishery_unit358","Country23","Africa",1,2,1,1,1,2,1,3,1,1,0,1,0,"15"
"Africa_fishery_unit359","Country23","Africa",1,2,1,1,1,2,1,3,1,1,0,0,0,"14"
"Africa_fishery_unit360","Country35","Africa",0,1,2,2,0,1,1,0,1,1,0,0,0,"9"
"Africa_fishery_unit361","Country35","Africa",0,1,2,2,0,1,1,0,1,1,0,1,0,"10"
"Africa_fishery_unit362","Country35","Africa",0,1,2,2,0,1,1,0,1,1,0,1,0,"10"
"Africa_fishery_unit363","Country35","Africa",0,1,2,2,0,1,1,0,1,1,0,0,0,"9"
"Africa_fishery_unit364","Country35","Africa",0,1,2,2,0,1,1,0,1,1,0,1,0,"10"
"Africa_fishery_unit365","Country35","Africa",0,1,2,2,0,1,1,0,1,1,0,1,0,"10"
"Africa_fishery_unit366","Country35","Africa",0,1,2,2,0,1,1,0,1,1,0,0,0,"9"
"Africa_fishery_unit367","Country35","Africa",0,2,2,2,0,1,1,0,1,1,0,0,0,"10"
"Africa_fishery_unit368","Country35","Africa",0,2,2,2,0,1,1,0,1,1,0,1,0,"11"
"Africa_fishery_unit369","Country35","Africa",0,2,2,2,0,1,1,0,1,1,0,1,0,"11"
"Africa_fishery_unit370","Country35","Africa",0,2,2,2,0,1,1,0,1,1,0,0,0,"10"
"Africa_fishery_unit371","Country35","Africa",0,2,2,2,0,1,1,0,1,1,0,1,0,"11"
"Africa_fishery_unit372","Country35","Africa",0,2,2,2,0,1,1,0,1,1,0,1,0,"11"
"Africa_fishery_unit373","Country35","Africa",0,2,2,2,0,1,1,0,1,1,0,0,0,"10"
"Africa_fishery_unit374","Country35","Africa",3,3,2,3,1,1,2,2,2,1,0,1,2,"23"
"Africa_fishery_unit375","Country35","Africa",0,1,2,0,0,1,1,0,0,0,0,0,0,"5"
"Africa_fishery_unit376","Country35","Africa",0,1,2,0,0,1,1,0,0,0,0,1,0,"6"
"Africa_fishery_unit377","Country35","Africa",3,3,2,3,1,1,2,2,2,1,0,0,2,"22"
"Africa_fishery_unit378","Country35","Africa",3,3,2,3,1,1,2,2,2,1,0,0,2,"22"
"Africa_fishery_unit379","Country35","Africa",3,3,0,3,1,1,2,2,2,1,0,1,2,"21"
"Africa_fishery_unit380","Country35","Africa",0,1,0,1,1,1,2,0,1,1,0,1,0,"9"
"Africa_fishery_unit381","Country35","Africa",3,3,2,3,3,1,3,2,2,1,0,3,0,"26"
"Africa_fishery_unit382","Country27","Africa",1,1,3,0,0,1,1,0,1,1,0,3,0,"12"
"Africa_fishery_unit383","Country27","Africa",1,1,3,0,0,1,1,0,1,1,0,3,0,"12"
"Africa_fishery_unit384","Country27","Africa",1,1,3,0,0,1,1,0,1,1,0,3,0,"12"
"Africa_fishery_unit385","Country27","Africa",1,1,3,0,0,1,1,0,1,1,0,3,0,"12"
"Africa_fishery_unit386","Country27","Africa",1,1,3,0,0,1,1,0,1,1,0,3,0,"12"
"Africa_fishery_unit387","Country27","Africa",1,1,3,0,0,1,1,0,1,1,0,3,0,"12"
"Africa_fishery_unit388","Country27","Africa",1,1,3,0,0,1,1,0,1,1,0,3,0,"12"
"Africa_fishery_unit389","Country27","Africa",1,1,3,0,0,1,1,0,1,1,0,3,0,"12"
"Africa_fishery_unit390","Country34","Africa",2,3,3,3,2,2,2,2,2,1,0,1,1,"24"
"Africa_fishery_unit391","Country34","Africa",1,2,3,3,2,2,2,2,1,1,0,1,0,"20"
"Africa_fishery_unit392","Country34","Africa",1,1,2,3,2,2,2,2,2,1,0,1,0,"19"
"Africa_fishery_unit393","Country34","Africa",1,2,2,3,0,2,2,2,2,1,0,1,0,"18"
"Africa_fishery_unit394","Country34","Africa",1,3,1,3,0,2,2,2,2,1,0,1,0,"18"
"Africa_fishery_unit395","Country14","Africa",1,2,3,3,2,2,2,2,2,1,0,1,0,"21"
"Africa_fishery_unit396","Country14","Africa",2,3,3,3,2,2,2,2,2,1,0,1,1,"24"
"Africa_fishery_unit397","Country14","Africa",1,2,2,3,0,2,2,2,2,1,0,1,0,"18"
"Africa_fishery_unit398","Country14","Africa",1,3,1,3,0,2,2,2,2,1,0,1,0,"18"
"Africa_fishery_unit399","Country15","Africa",1,2,3,3,2,2,2,2,2,1,0,1,0,"21"
"Africa_fishery_unit400","Country15","Africa",2,3,3,3,2,2,2,2,2,1,0,1,1,"24"
"Africa_fishery_unit401","Country15","Africa",1,2,2,3,0,2,2,2,2,1,0,1,0,"18"
"Africa_fishery_unit402","Country12","Africa",1,2,3,3,2,2,2,2,2,1,0,1,0,"21"
"Africa_fishery_unit403","Country12","Africa",2,3,3,3,2,2,2,2,2,1,0,1,1,"24"
"Africa_fishery_unit404","Country12","Africa",1,1,2,3,2,2,2,2,2,1,0,1,0,"19"
"Africa_fishery_unit405","Country12","Africa",1,2,2,3,0,2,2,2,2,1,0,1,0,"18"
"Africa_fishery_unit406","Country11","Africa",2,2,3,3,0,3,1,2,1,1,0,0,1,"19"
"Africa_fishery_unit407","Country11","Africa",2,3,3,3,0,3,1,2,1,1,0,0,1,"20"
"Africa_fishery_unit408","Country11","Africa",2,3,3,3,0,3,2,2,1,1,0,1,1,"22"
"Africa_fishery_unit409","Country11","Africa",2,3,3,3,0,3,2,2,1,1,0,1,1,"22"
"Africa_fishery_unit410","Country11","Africa",1,3,3,0,1,3,2,0,1,1,0,1,0,"16"
"Africa_fishery_unit411","Country11","Africa",2,3,3,2,0,3,2,1,1,0,0,1,1,"19"
"Africa_fishery_unit412","Country11","Africa",3,3,3,3,0,3,2,3,1,1,0,0,1,"23"
"Africa_fishery_unit413","Country11","Africa",3,3,3,3,0,3,2,3,1,1,0,0,1,"23"
"Africa_fishery_unit414","Country11","Africa",1,3,3,2,1,3,2,0,1,1,0,1,0,"18"
"Africa_fishery_unit415","Country11","Africa",1,0,3,1,0,0,0,0,0,0,0,0,0,"5"
"Africa_fishery_unit416","Country11","Africa",3,3,3,2,0,3,2,3,1,1,0,1,1,"23"
"Africa_fishery_unit417","Country11","Africa",2,3,3,3,0,3,1,0,1,1,0,1,1,"19"
"Africa_fishery_unit418","Country11","Africa",1,1,3,1,0,1,2,0,1,1,0,1,1,"13"
"Africa_fishery_unit419","Country11","Africa",3,1,1,0,0,0,2,0,1,1,0,1,1,"11"
"Africa_fishery_unit420","Country11","Africa",2,3,3,0,0,3,2,0,1,1,0,1,1,"17"
"Africa_fishery_unit421","Country11","Africa",1,3,3,0,1,3,2,0,1,1,0,1,0,"16"
"Africa_fishery_unit422","Country11","Africa",0,1,3,3,0,3,2,3,1,1,0,0,0,"17"
"Africa_fishery_unit423","Country11","Africa",0,1,3,3,0,3,2,3,1,1,0,0,0,"17"
"Africa_fishery_unit424","Country11","Africa",0,1,3,3,0,3,2,3,1,1,0,0,0,"17"
"Africa_fishery_unit425","Country11","Africa",0,1,3,3,0,3,2,3,1,1,0,0,0,"17"
"Africa_fishery_unit426","Country11","Africa",0,1,3,3,0,3,2,3,1,1,0,0,0,"17"
"Africa_fishery_unit427","Country11","Africa",0,1,3,3,0,3,2,3,1,1,0,0,0,"17"
"Africa_fishery_unit428","Country11","Africa",0,1,3,3,0,3,2,3,1,1,0,0,0,"17"
"Africa_fishery_unit429","Country11","Africa",1,1,3,3,0,3,2,3,1,1,1,1,0,"20"
"Africa_fishery_unit430","Country11","Africa",1,1,3,3,1,3,2,3,1,1,0,0,0,"19"
"Africa_fishery_unit431","Country11","Africa",1,1,3,3,0,3,2,3,1,1,1,1,0,"20"
"Africa_fishery_unit432","Country11","Africa",1,1,3,3,0,3,2,3,1,1,1,0,0,"19"
"Africa_fishery_unit433","Country11","Africa",1,2,3,3,1,3,2,3,1,1,0,0,0,"20"
"Africa_fishery_unit434","Country11","Africa",3,3,3,3,0,3,2,3,1,1,0,1,2,"25"
"Africa_fishery_unit435","Country11","Africa",3,3,3,3,0,3,2,3,1,1,0,1,2,"25"
"Africa_fishery_unit436","Country11","Africa",3,3,3,3,0,3,2,3,1,1,0,1,2,"25"
"Africa_fishery_unit437","Country11","Africa",3,3,3,3,0,3,2,3,1,1,0,1,2,"25"
"Africa_fishery_unit438","Country11","Africa",3,3,3,3,0,3,2,3,1,1,0,1,2,"25"
"Africa_fishery_unit439","Country11","Africa",3,3,3,3,0,3,2,3,1,1,0,1,2,"25"
"Africa_fishery_unit440","Country11","Africa",3,3,3,3,0,3,2,3,1,1,0,1,2,"25"
"Africa_fishery_unit441","Country11","Africa",3,3,3,3,0,3,2,3,1,1,0,1,2,"25"
"Africa_fishery_unit442","Country11","Africa",3,3,3,3,0,3,2,3,1,1,0,1,2,"25"
"Africa_fishery_unit443","Country11","Africa",3,3,3,3,0,3,2,3,1,1,0,1,2,"25"
"Africa_fishery_unit444","Country11","Africa",3,3,3,1,0,3,2,3,1,1,0,1,2,"23"
"Africa_fishery_unit445","Country11","Africa",3,3,3,1,0,3,2,3,1,1,0,1,2,"23"
"Africa_fishery_unit446","Country11","Africa",3,3,3,1,0,3,2,3,1,1,0,1,2,"23"
"Africa_fishery_unit447","Country11","Africa",3,3,3,1,0,3,2,3,1,1,0,1,2,"23"
"Africa_fishery_unit448","Country11","Africa",3,3,3,1,0,3,2,3,1,1,0,1,2,"23"
"Africa_fishery_unit449","Country11","Africa",3,3,3,1,0,3,2,3,1,1,0,1,2,"23"
"Africa_fishery_unit450","Country11","Africa",3,3,3,1,0,3,2,3,1,1,0,1,2,"23"
"Africa_fishery_unit451","Country11","Africa",3,3,3,3,0,3,2,3,1,1,0,1,2,"25"
"Africa_fishery_unit452","Country11","Africa",3,3,3,1,0,3,2,3,1,1,0,1,2,"23"
"Africa_fishery_unit453","Country11","Africa",3,3,3,1,0,3,2,3,1,1,0,1,2,"23"
"Africa_fishery_unit454","Country11","Africa",3,3,3,1,0,3,2,3,1,1,0,1,2,"23"
"Africa_fishery_unit455","Country11","Africa",3,3,3,1,0,3,2,3,1,1,0,1,2,"23"
"Africa_fishery_unit456","Country11","Africa",3,3,3,1,0,3,2,3,1,1,0,1,2,"23"
"Africa_fishery_unit457","Country11","Africa",3,3,3,1,0,3,2,3,1,1,0,1,2,"23"
"Africa_fishery_unit458","Country11","Africa",3,3,3,1,0,3,2,3,1,1,0,0,2,"22"
"Africa_fishery_unit459","Country11","Africa",3,3,3,1,0,3,2,3,1,1,0,0,2,"22"
"Africa_fishery_unit460","Country11","Africa",1,2,3,1,1,3,2,1,1,1,0,0,0,"16"
"Africa_fishery_unit461","Country11","Africa",3,2,3,1,0,3,2,3,3,1,0,1,2,"24"
"Africa_fishery_unit462","Country11","Africa",3,2,3,1,0,3,2,3,3,1,0,1,2,"24"
"Africa_fishery_unit463","Country11","Africa",3,2,2,1,0,3,2,3,1,1,0,1,2,"21"
"Africa_fishery_unit464","Country11","Africa",1,2,3,1,1,3,2,3,1,1,0,0,0,"18"
"Africa_fishery_unit465","Country11","Africa",3,2,3,1,0,3,2,3,1,1,0,1,2,"22"
"Africa_fishery_unit466","Country11","Africa",3,2,3,1,0,3,2,3,1,1,0,1,2,"22"
"Africa_fishery_unit467","Country11","Africa",3,2,3,1,0,3,2,3,1,1,0,1,2,"22"
"Africa_fishery_unit468","Country11","Africa",3,2,3,1,0,3,2,3,1,1,0,1,2,"22"
"Africa_fishery_unit469","Country11","Africa",3,2,3,1,0,3,2,3,1,1,0,1,2,"22"
"Africa_fishery_unit470","Country11","Africa",1,2,3,1,1,3,2,3,1,1,0,0,0,"18"
"Africa_fishery_unit471","Country11","Africa",3,3,3,1,0,0,2,3,1,1,0,1,1,"19"
"Africa_fishery_unit472","Country11","Africa",3,3,3,1,0,0,2,3,1,1,0,1,1,"19"
"Africa_fishery_unit473","Country11","Africa",3,3,3,1,0,0,2,3,1,1,0,1,1,"19"
"Africa_fishery_unit474","Country11","Africa",3,3,3,1,0,0,2,3,1,1,0,1,1,"19"
"Africa_fishery_unit475","Country11","Africa",3,3,3,1,0,0,2,3,1,1,0,1,1,"19"
"Africa_fishery_unit476","Country11","Africa",1,1,3,1,0,3,1,3,1,1,0,1,0,"16"
"Africa_fishery_unit477","Country11","Africa",1,1,3,1,0,3,1,3,1,1,0,1,0,"16"
"Africa_fishery_unit478","Country11","Africa",1,1,3,1,0,3,1,3,1,1,0,1,0,"16"
"Africa_fishery_unit479","Country11","Africa",1,1,3,1,0,3,1,3,1,1,0,1,0,"16"
"Africa_fishery_unit480","Country11","Africa",1,1,3,1,0,3,1,3,1,1,0,1,0,"16"
"Africa_fishery_unit481","Country11","Africa",1,3,3,1,2,3,2,3,1,1,0,1,1,"22"
"Africa_fishery_unit482","Country11","Africa",1,3,3,1,2,3,2,3,1,1,0,1,1,"22"
"Africa_fishery_unit483","Country11","Africa",1,3,3,1,2,3,2,3,1,1,0,1,1,"22"
"Africa_fishery_unit484","Country11","Africa",1,3,3,1,2,3,2,3,1,1,0,1,1,"22"
"Africa_fishery_unit485","Country11","Africa",1,3,3,1,2,3,2,3,1,1,0,0,1,"21"
"Africa_fishery_unit486","Country11","Africa",1,3,3,1,2,3,2,3,1,1,0,0,1,"21"
"Africa_fishery_unit487","Country11","Africa",1,3,3,1,2,3,2,3,1,1,0,0,1,"21"
"Africa_fishery_unit488","Country11","Africa",1,3,3,1,2,3,2,3,1,1,0,0,1,"21"
"Africa_fishery_unit489","Country11","Africa",1,3,3,1,1,3,2,3,1,1,0,0,0,"19"
"Africa_fishery_unit490","Country11","Africa",1,3,3,1,1,3,2,3,1,1,0,1,0,"20"
"Africa_fishery_unit491","Country11","Africa",1,3,3,1,1,3,2,3,1,1,0,1,0,"20"
"Africa_fishery_unit492","Country11","Africa",1,3,3,1,1,3,2,3,1,1,0,1,0,"20"
"Africa_fishery_unit493","Country40","Africa",1,0,3,0,3,2,1,0,1,0,0,1,0,"12"
"Africa_fishery_unit494","Country40","Africa",1,0,3,0,1,3,1,1,1,0,0,1,0,"12"
"Africa_fishery_unit495","Country40","Africa",0,0,3,0,0,2,1,0,1,0,0,0,0,"7"
"Africa_fishery_unit496","Country40","Africa",3,1,1,1,2,2,1,1,1,1,1,1,1,"17"
"Africa_fishery_unit497","Country40","Africa",1,0,3,0,3,2,2,0,1,0,0,1,0,"13"
"Africa_fishery_unit498","Country40","Africa",1,0,1,3,1,2,2,1,2,1,1,0,1,"16"
"Africa_fishery_unit499","Country40","Africa",1,0,3,0,3,2,2,0,1,0,0,1,0,"13"
"Africa_fishery_unit500","Country40","Africa",1,1,3,3,1,3,2,1,1,1,1,0,0,"18"
"Africa_fishery_unit501","Country40","Africa",1,1,3,0,1,2,1,0,1,1,0,0,0,"11"
